id,name,city,country,email,rank,city_id
285,Singapore Business School,Singapore,Singapore,singapore.business.school@findmymasters.com,NULL,703
286,Universidad de Granada,Granada,Spain,universidad.de.granada@findmymasters.com,492,735
287,Southern University Baton Rouge Nelson Mandela College of Government and Social Sciences,Baton Rouge,USA,southern.university.baton@findmymasters.com,NULL,NULL
288,MELIUSform Business School,Rome,Italy,meliusform.business.school@findmymasters.com,NULL,405
289,Krannert School of Management Purdue University,West Lafayette,USA,krannert.school.of@findmymasters.com,NULL,NULL
290,University of Essex Online,UK Online,United Kingdom,university.of.essex@findmymasters.com,439,NULL
291,University of San Francisco School of Management,San Francisco,USA,university.of.san@findmymasters.com,1001-1200,178
292,Stafford,Dubai,United Arab Emirates,stafford@findmymasters.com,NULL,NULL
293,Birmingham Business School University of Birmingham,Birmingham,United Kingdom,birmingham.business.school@findmymasters.com,NULL,NULL
294,Missouri State University,Springfield,USA,missouri.state.university@findmymasters.com,511-520,NULL
295,Columbia Video Network The Fu Foundation School Of Engineering And Applied Science,New York,USA,columbia.video.network@findmymasters.com,NULL,NULL
296,Metropolitan College of New York School for Public Affairs and Administration,New York,USA,metropolitan.college.of@findmymasters.com,NULL,NULL
297,WSB University in Gdansk,Gdask,Poland,wsb.university.in@findmymasters.com,NULL,613
298,Universidad de San Martuedn de Porres,Santa Anita,Peru,universidad.de.san@findmymasters.com,NULL,NULL
299,Ming Chuan University,Saginaw,USA,ming.chuan.university@findmymasters.com,NULL,NULL
300,University of Bradford,Bradford,United Kingdom,university.of.bradford@findmymasters.com,701-750,NULL
301,University College Cork,Cork,Ireland,university.college.cork@findmymasters.com,298,378
302,UDIMA Universidad a Distancia de Madrid,Madrid,Spain,udima.universidad.a@findmymasters.com,NULL,742
303,Pedagogical and Technological University of Colombia Universidad Pedagufgica y Tecnolufgica de Colombia UPTC,Tunja,Colombia,pedagogical.and.technological@findmymasters.com,NULL,NULL
304,National University College,Bayamn Pueblo,Puerto Rico,national.university.college@findmymasters.com,561-570,NULL
305,Sheffield University Management School,Sheffield,United Kingdom,sheffield.university.management@findmymasters.com,95,NULL
306,Kentucky State University,Frankfort,USA,kentucky.state.university@findmymasters.com,651-700,NULL
307,University of Central Florida,Orlando,USA,university.of.central@findmymasters.com,751-800,NULL
308,Universidade Catuflica Portuguesa u Porto,Porto,Portugal,universidade.catuflica.portuguesa@findmymasters.com,NULL,626
309,Autonomous University of Chiriquued Universidad Autufnoma de Chiriquued UNACHI,David,Panama,autonomous.university.of@findmymasters.com,NULL,591
310,University of Missouri Truman School of Public Affairs,Columbia,USA,university.of.missouri@findmymasters.com,NULL,NULL
311,University of Luxembourg Faculty of Law Economics and Finance,Luxembourg City,Luxembourg,university.of.luxembourg@findmymasters.com,NULL,NULL
312,Aurora University Online,Aurora,USA,aurora.university.online@findmymasters.com,NULL,NULL
313,University of Deusto Deusto Business School,Bilbao,Spain,university.of.deusto@findmymasters.com,NULL,726
314,Universidad Privada De Ciencias Aplicadas,Lima,Peru,universidad.privada.de@findmymasters.com,NULL,599
315,Cambridge Graduate University,Cambridge,USA,cambridge.graduate.university@findmymasters.com,3,550
316,Keele University,Keele,United Kingdom,keele.university@findmymasters.com,751-800,NULL
317,EmbryRiddle Aeronautical University,Daytona Beach,USA,embryriddle.aeronautical.university@findmymasters.com,NULL,NULL
318,Touro University Worldwide,Los Alamitos,USA,touro.university.worldwide@findmymasters.com,NULL,NULL
319,Barry University Adrian Dominican School of Education,Miami Shores,USA,barry.university.adrian@findmymasters.com,NULL,NULL
320,Poznan University of Technology,Pozna,Poland,poznan.university.of@findmymasters.com,NULL,617
321,Instituto Europeo de Posgrado Espaufa,Spain Online,Spain,instituto.europeo.de@findmymasters.com,NULL,NULL
322,ueuebueueueueueueueueueueueueaueueuefueeueueueueueueueueuedueueueueue,Pratu Chai Subdistrict,Thailand,ueuebueueueueueueueueueueueueaueueuefueeueueueueueueueueuedueueueueue@findmymasters.com,NULL,NULL
323,Columbia University School of International and Public Affairs SIPA,New York,USA,columbia.university.school@findmymasters.com,NULL,NULL
324,Centro De Estudios Financieros CEF,Madrid,Spain,centro.de.estudios@findmymasters.com,NULL,742
325,SDA Bocconi,Milan,Italy,sda.bocconi@findmymasters.com,NULL,399
326,University of Hull,Hull,United Kingdom,university.of.hull@findmymasters.com,NULL,NULL
327,Universidade da Coruufa,Ferrol,Spain,universidade.da.coruufa@findmymasters.com,801-1000,NULL
328,Instituto Sueneca Centro Internacional de Postgrado,Madrid,Spain,instituto.sueneca.centro@findmymasters.com,NULL,742
329,Metropolitan University of Science and Technology Universidad Metropolitana de Ciencia y Tecnologueda UMECIT,Panama City,Panama,metropolitan.university.of@findmymasters.com,NULL,592
330,University of Notre Dame Mendoza College of Business,Notre Dame,USA,university.of.notre@findmymasters.com,NULL,NULL
331,HELP University,Kuala Lumpur,Malaysia,help.university@findmymasters.com,NULL,463
332,UNADE American University of Europe Universidad Americana De Europa,Cancn,Mexico,unade.american.university@findmymasters.com,NULL,487
333,Texas AM University School of Public Health,College Station,USA,texas.am.university@findmymasters.com,NULL,NULL
334,Dublin City University DCU Connected Excellence in Online Education,Dublin,Ireland,dublin.city.university@findmymasters.com,NULL,379
335,University of Hull Online,Hull,United Kingdom,university.of.hull@findmymasters.com,NULL,NULL
336,Holy Family University,Philadelphia,USA,holy.family.university@findmymasters.com,NULL,NULL
337,St Cloud State University,St Cloud,USA,st.cloud.state@findmymasters.com,NULL,NULL
338,The University of Notre Dame Mendoza College of Business,Notre Dame,USA,the.university.of@findmymasters.com,NULL,NULL
339,Universidad Complutense de Madrid,Madrid,Spain,universidad.complutense.de@findmymasters.com,223,742
340,Free University of BozenBolzano,Bolzano,Italy,free.university.of@findmymasters.com,651-700,NULL
341,INEAF Business School,Spain Online,Spain,ineaf.business.school@findmymasters.com,NULL,NULL
342,Metropolitan State University Saint Paul,Saint Paul,USA,metropolitan.state.university@findmymasters.com,NULL,NULL
343,Cornell University,Ithaca,USA,cornell.university@findmymasters.com,21,NULL
344,UADIN Business School,Spain Online,Spain,uadin.business.school@findmymasters.com,NULL,NULL
345,Inenka Business School,Len,Spain,inenka.business.school@findmymasters.com,NULL,NULL
346,Winthrop University,Rock Hill,USA,winthrop.university@findmymasters.com,NULL,NULL
347,Saint Thomas Aquinus University of the North Universidad del Norte Santo Tomues de Aquino UNSTA,San Miguel de Tucumn,Argentina,saint.thomas.aquinus@findmymasters.com,NULL,NULL
348,Brandeis University,Waltham,USA,brandeis.university@findmymasters.com,455,NULL
349,Federal University Of Cearue,Centro,Brazil,federal.university.of@findmymasters.com,NULL,NULL
350,Bologna Business School,Bologna,Italy,bologna.business.school@findmymasters.com,NULL,389
351,Old Dominion University,Norfolk,USA,old.dominion.university@findmymasters.com,NULL,NULL
352,Grace College Theological Seminary Indiana,Indiana,USA,grace.college.theological@findmymasters.com,NULL,NULL
353,Universidad Tecnologica De Mexico UNITEC,Mexico City,Mexico,universidad.tecnologica.de@findmymasters.com,NULL,503
354,Turiba University,Riga,Latvia,turiba.university@findmymasters.com,NULL,442
355,University of Minnesota,Minneapolis,USA,university.of.minnesota@findmymasters.com,NULL,NULL
356,Murray State University College of Education and Human Services,Murray,USA,murray.state.university@findmymasters.com,NULL,NULL
357,School of Business Economics and Law at the University of Gothenburg,Gothenburg,Sweden,school.of.business@findmymasters.com,NULL,760
358,The Hong Kong University of Science and Technology,Hong Kong,Hong Kong,the.hong.kong@findmymasters.com,22,282
359,Technological University Bolivar,Cartagena,Colombia,technological.university.bolivar@findmymasters.com,NULL,728
360,American University Corporation Corporaciufn Universitaria Americana Coruniamericana,Colombia,Colombia,american.university.corporation@findmymasters.com,NULL,NULL
361,Bureau Veritas Formaciufn,Alcobendas,Spain,bureau.veritas.formaciufn@findmymasters.com,NULL,NULL
362,Empire State College State University of New York,Saratoga Springs,USA,empire.state.college@findmymasters.com,NULL,NULL
363,Kettering University Online,Flint,USA,kettering.university.online@findmymasters.com,NULL,NULL
364,University of Lincoln,Lincoln,United Kingdom,university.of.lincoln@findmymasters.com,372,NULL
365,University of Ljubljana,Ljubljana,Slovenia,university.of.ljubljana@findmymasters.com,591-600,708
366,Northeastern Illinois University,Chicago,USA,northeastern.illinois.university@findmymasters.com,NULL,NULL
367,ThePowerMBA,Madrid,Spain,thepowermba@findmymasters.com,NULL,742
368,Jufnkufping University,Jnkping,Sweden,jufnkufping.university@findmymasters.com,NULL,NULL
369,Centro Universituerio UNA,Belo Horizonte,Brazil,centro.universituerio.una@findmymasters.com,NULL,78
370,Manchester Metropolitan University Online,UK Online,United Kingdom,manchester.metropolitan.university@findmymasters.com,NULL,NULL
371,Aldersgate University,Solano,Philippines,aldersgate.university@findmymasters.com,NULL,NULL
372,Bogdan Vodu University,Bun Ziua,Romania,bogdan.vodu.university@findmymasters.com,NULL,NULL
373,Yunnan University Of Finance Economics,Chuxiong Yi Autonomous Prefecture,China,yunnan.university.of@findmymasters.com,NULL,NULL
374,Tecmilenio University,Santiago de Quertaro,Mexico,tecmilenio.university@findmymasters.com,NULL,NULL
375,GBSB Global Business School Online programs,Spain Online,Spain,gbsb.global.business@findmymasters.com,NULL,NULL
376,Linkufping University,Norrkping,Sweden,linkufping.university@findmymasters.com,NULL,NULL
377,Autonomous University of Chile Universidad Autufnoma de Chile,Providencia,Chile,autonomous.university.of@findmymasters.com,NULL,NULL
378,WFI Catholic University of EichstuettIngolstadt Ingolstadt School of Management,Ingolstadt,Germany,wfi.catholic.university@findmymasters.com,NULL,NULL
379,Calvin University,Grand Rapids,USA,calvin.university@findmymasters.com,NULL,NULL
380,EAE Programas Distancia,Spain Online,Spain,eae.programas.distancia@findmymasters.com,NULL,NULL
381,University of Bologna,Rimini,Italy,university.of.bologna@findmymasters.com,NULL,NULL
382,Captain Josue Edmundo Sandoval Postgraduate School of the Colombian Airforce Escuela Postgrados de la Fuerza Aerea Colombiana Capitan Jose Edmundo Sandoval EPFAC,Bogot,Colombia,captain.josue.edmundo@findmymasters.com,NULL,170
383,IMF Smart Education Ecuador,Quito,Ecuador,imf.smart.education@findmymasters.com,NULL,200
384,Danubius University,Galai,Romania,danubius.university@findmymasters.com,NULL,NULL
385,Nova Southeastern University H Wayne Huizenga College of Business Entrepreneurship,Fort Lauderdale,USA,nova.southeastern.university@findmymasters.com,NULL,NULL
386,Ivanovo State Power Engineering University Named After VI Lenin ISPU,Ivanovo,Russia,ivanovo.state.power@findmymasters.com,NULL,NULL
387,Instituto Superior de Contabilidade e Administraueueo do Porto,Porto,Portugal,instituto.superior.de@findmymasters.com,NULL,626
388,UNIR,Logroo,Spain,unir@findmymasters.com,NULL,NULL
389,University Of Applied Sciences Ludwigsburg,Ludwigsburg,Germany,university.of.applied@findmymasters.com,NULL,NULL
390,IEDE Business School of Universidad Andres Bello,Providencia,Chile,iede.business.school@findmymasters.com,NULL,NULL
391,Takming University Of Science And Technology,Taipei,Taiwan,takming.university.of@findmymasters.com,NULL,777
392,Eastern Kentucky University,Richmond,USA,eastern.kentucky.university@findmymasters.com,NULL,415
393,University of Nottingham Malaysia,Semenyih,Malaysia,university.of.nottingham@findmymasters.com,NULL,NULL
394,University of Edinburgh Business School,Edinburgh,United Kingdom,university.of.edinburgh@findmymasters.com,16,NULL
395,College of Management Edukacja,Wrocaw,Poland,college.of.management@findmymasters.com,NULL,619
396,Kotarbinski University of Information Technology and Management in Olsztyn,Olsztyn,Poland,kotarbinski.university.of@findmymasters.com,NULL,NULL
397,Utica College Online,Utica,USA,utica.college.online@findmymasters.com,NULL,NULL
398,Troy University,Troy,USA,troy.university@findmymasters.com,NULL,NULL
399,The Hong Kong Polytechnic University Faculty of Applied Science and Textiles,Hung Hom,Hong Kong,the.hong.kong@findmymasters.com,NULL,NULL
400,Elizabeth City State University ECSU,Elizabeth City,USA,elizabeth.city.state@findmymasters.com,NULL,NULL
401,Universidad Del Aconcagua Mendoza Aconcagua University,,Argentina,universidad.del.aconcagua@findmymasters.com,NULL,NULL
402,Haus der Technik,Velbert,Germany,haus.der.technik@findmymasters.com,NULL,NULL
403,University of London,London,United Kingdom,university.of.london@findmymasters.com,NULL,119
404,Millennium City Academy,London,United Kingdom,millennium.city.academy@findmymasters.com,NULL,119
405,University of St Andrews,Saint Andrews,United Kingdom,university.of.st@findmymasters.com,91,NULL
406,Autonomous University of Central America Universidad Autufnoma de Centro Amuerica UACA,Curridabat,Costa Rica,autonomous.university.of@findmymasters.com,NULL,NULL
407,Universidad Argentina de la Empresa,Monserrat,Argentina,universidad.argentina.de@findmymasters.com,NULL,NULL
408,Espaufa de Durango Autonomous University,Gomez Palacio,Mexico,espaufa.de.durango@findmymasters.com,NULL,NULL
409,SulkhanSaba Orbeliani Teaching University,Tbilisi,Georgia,sulkhansaba.orbeliani.teaching@findmymasters.com,NULL,244
410,The Evergreen State College,Olympia,USA,the.evergreen.state@findmymasters.com,NULL,NULL
411,Juan de Castellanos University Foundation Fundaciufn Universitaria Juan de Castellanos JDC Colombia,Boyac,Colombia,juan.de.castellanos@findmymasters.com,NULL,NULL
412,St Andrews University,Laurinburg,USA,st.andrews.university@findmymasters.com,NULL,NULL
413,Quincy University,Quincy,USA,quincy.university@findmymasters.com,NULL,NULL
